id;title;url;cover;rate
26995137;忠爱无言;https://movie.douban.com/subject/26995137/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2459193246.jpg;7.3
11803087;异形：契约;https://movie.douban.com/subject/11803087/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2459944375.jpg;7.3
26372319;性别之战;https://movie.douban.com/subject/26372319/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2481987905.jpg;6.7
25907029;宝贝老板;https://movie.douban.com/subject/25907029/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2407336615.jpg;7.3
26788667;名侦探柯南：唐红的恋歌;https://movie.douban.com/subject/26788667/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2461296240.jpg;6.4
26817016;东京食尸鬼 真人版;https://movie.douban.com/subject/26817016/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2480765579.jpg;5.5
27030639;啊，荒野 后篇;https://movie.douban.com/subject/27030639/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500978171.jpg;8.4
26866790;悲剧女孩;https://movie.douban.com/subject/26866790/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2461357583.jpg;5.6
26958502;宣告黎明的露之歌;https://movie.douban.com/subject/26958502/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2429098317.jpg;8.0
26759825;一日情人;https://movie.douban.com/subject/26759825/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2456370696.jpg;7.4
26316956;密战;https://movie.douban.com/subject/26316956/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502474177.jpg;4.4
26946510;犯罪都市;https://movie.douban.com/subject/26946510/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509837760.jpg;7.3
26778069;老爸当家2;https://movie.douban.com/subject/26778069/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503839802.jpg;6.3
26804584;这个男人来自地球：全新纪;https://movie.douban.com/subject/26804584/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2511020287.jpg;5.0
7154408;猎杀星期一;https://movie.douban.com/subject/7154408/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2494970558.jpg;6.9
20451290;新木乃伊;https://movie.douban.com/subject/20451290/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2459198108.jpg;4.8
26862688;罗曼先生，你好;https://movie.douban.com/subject/26862688/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2512577391.jpg;6.7
26420932;巴霍巴利王(下)：终结;https://movie.douban.com/subject/26420932/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2452075545.jpg;7.1
27133050;天作凶杀案;https://movie.douban.com/subject/27133050/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502001758.jpg;7.1
27078344;黑森灵;https://movie.douban.com/subject/27078344/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2512008984.jpg;6.0
26761325;牡丹花下;https://movie.douban.com/subject/26761325/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2462195488.jpg;5.9
25857966;鲛珠传;https://movie.douban.com/subject/25857966/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2493908018.jpg;4.4
26726597;疯狂父母;https://movie.douban.com/subject/26726597/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509996043.jpg;5.4
26928198;红衣小女孩2;https://movie.douban.com/subject/26928198/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447040173.jpg;6.5
26616690;非凡任务;https://movie.douban.com/subject/26616690/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2453197648.jpg;6.4
26928161;她的人生没有错;https://movie.douban.com/subject/26928161/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2459198221.jpg;6.1
27047871;记忆之夜;https://movie.douban.com/subject/27047871/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500345435.jpg;7.2
26644002;傲娇与偏见;https://movie.douban.com/subject/26644002/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455810613.jpg;5.0
27038968;蚯蚓;https://movie.douban.com/subject/27038968/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458429082.jpg;6.8
26528871;好时光;https://movie.douban.com/subject/26528871/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2499831788.jpg;7.1
26915029;意外杀手;https://movie.douban.com/subject/26915029/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506137067.jpg;6.3
26754831;绝世高手;https://movie.douban.com/subject/26754831/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2462744662.jpg;6.0
26892546;双面情人;https://movie.douban.com/subject/26892546/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458352184.jpg;6.7
26748673;拆弹专家;https://movie.douban.com/subject/26748673/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2465858820.jpg;6.4
26654145;天际行者;https://movie.douban.com/subject/26654145/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2278623506.jpg;7.8
26705107;豆福传;https://movie.douban.com/subject/26705107/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494279975.jpg;5.8
26937474;精灵宝可梦：就决定是你了;https://movie.douban.com/subject/26937474/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509833353.jpg;7.8
26844764;困斗99号囚室;https://movie.douban.com/subject/26844764/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504763308.jpg;6.5
26942645;厕所：一个爱的故事;https://movie.douban.com/subject/26942645/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2509094259.jpg;7.5
26720627;报告老师！怪怪怪怪物！;https://movie.douban.com/subject/26720627/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2460047543.jpg;6.5
26667056;逆时营救;https://movie.douban.com/subject/26667056/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2472784892.jpg;4.8
26941790;坏妈妈的圣诞节;https://movie.douban.com/subject/26941790/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498335116.jpg;5.8
27094896;方法派;https://movie.douban.com/subject/27094896/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502082901.jpg;6.6
26662798;京城81号2;https://movie.douban.com/subject/26662798/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2471580153.jpg;3.8
26764514;末日重启;https://movie.douban.com/subject/26764514/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505644718.jpg;4.2
26644205;安娜贝尔2：诞生;https://movie.douban.com/subject/26644205/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2465524814.jpg;6.4
26857793;原谅他77次;https://movie.douban.com/subject/26857793/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2464315908.jpg;6.5
26430516;空难余波;https://movie.douban.com/subject/26430516/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2425652342.jpg;5.6
26760160;破·局;https://movie.douban.com/subject/26760160/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496288510.jpg;6.3
26704621;辣手保姆;https://movie.douban.com/subject/26704621/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500890954.jpg;6.7
25864124;亚瑟王：斗兽争霸;https://movie.douban.com/subject/25864124/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2453433569.jpg;7.1
10743963;玻璃城堡;https://movie.douban.com/subject/10743963/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2459907602.jpg;7.5
26787124;青禾男高;https://movie.douban.com/subject/26787124/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2460295681.jpg;4.0
26898747;父子雄兵;https://movie.douban.com/subject/26898747/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2492957074.jpg;4.8
